ques,label
中医 方法 防疫 花费 少 疗效 安全 中医 中药 针 炙 普通人 练 八段锦 通 经络 增强 体质 方法 防病治病 八段锦 进过 方舱医院,1
荷倌 爱 爱,1
最想 地方 李宏毅,1
加油,1
祝 平安,1
蛙岛 没有 火神 山 没雷 神山 没有 终南山 没有 中国 靠山 死 只能 抬 上山,-1
没有 去过 感冒,-1
鼓掌 黄金 万两,1
致敬 病毒 抢 时间,1
连接 海 海 情谊 瑞金医院 援琼 医疗队 出征 沪琼 情深 携手 抗疫 支援 海南省 新冠 疫情 防控 工作 瑞金医院 第三 支援 琼 医疗队 奔赴 海南 已有 支 瑞金 医疗队 共计 飞抵 海南 琼海 海口 三亚 支援 核酸 采样 检测 方舱医院 感染者 救治 工作,1
收到,1
真的 着想 可爱,1
致敬 平凡 英雄,1
事儿 全网 删稿 笑,-1
有意思,1
杨过 王重阳 真的 专家 重症 取决于 四个 反复 阳性 感染 两次 三次 新 冠以 重症 近日 北京 广播 电视台 记者 问题 咨询 北京 佑 安 医院 感染 综合 科 主任医师 小汤山 方舱医院 医疗 专家 李侗 听 专家 掰开 揉碎 讲,-1
湖北 记者 拍下 生命 之舟 疫情 发生 摄影记者 柯皓 坚守 一线 记录 多家 方舱医院 筹备 开舱 救治 休舱 全过程 生命 之舟 里 记录 时代 关注 小人物 说 想 镜头 传递 武汉 真实 动人 瞬间 鼓舞 勇敢 地面 生活,1
酒 驾者 枪毙 怒 怒 怒 怒 怒 怒 怒,-1
威海 防疫 做 挺,1
川普 出院 等于 康复 医院 转移 白宫 改制 白宫 版 方舱医院 用轻症 方式 治疗 只不过 抗疫 规定 白宫 定性 群聚 姓 感染 原头 所有人 撤离 白宫 封闭 白宫 搞 天 消杀 工作 白宫 美国 心中 老祖宗 面对 皇宫 心态 神圣不可 侵犯 关闭 白宫 象征 美国 亡国,-1
瞬间 泪目,1
感动 白衣天使 致敬 春天 奉献 写 进 历史 天佑 中华 心,1
疫情 女 医护 占 查查 火神山雷神山 工人 特地 报道 前 一个月 女兵 女 医护 女 工作人员 抗洪 忘 三个 地方 男 去过 真 抢功 第一名 笑话 笑 惨 火神 山 男女 工人 比例,-1
结束 演 哪出,-1
偷笑 希望 重症 患者 转院 更好 治疗,1
加油 鲜花 鲜花,1
常识 告诉 看病 医院 不是 做 核酸 建 方舱 围 铁皮 不能不 说 官话 病 严重 卡塔尔 搞 世界杯 开完 优化 搞 核酸 铁皮 方舱 钱 医院 增加 点 床位 基础 设备 弄 一点 医生 护士 增加 点 工资,-1
体制 问题,-1
台毒作 妖 坑害 岛民 败类,-1
黑龙江 加油 原本 开学 害 保命 要紧 出门 国家 负担 可怜,-1
上海 没封城 只封 两个 地方 浦东 浦西 浦西 没封 不算 封城 上海 体育馆 改建 只能 隔离 点 不能 称为 方舱医院 这是 原则 问题 不能 让步,-1
大庆 联通 快速 完成 首家 方舱医院 网建,1
微评 一种 关门 快慰 人心 住院 难 武汉 首家 方舱医院 休舱 床 床 令人欣慰 变化 显现 但愿 世间 无恙 架上 药生尘 越来越 患者 康复 越来越 方舱医院 休舱 尚未 疫情 防控 胜利 春天 已来 冀望 春风 捎来 好消息,1
辛苦,1
费解 费解 认真 我大一 体育课 必修 太极拳 差点 挂,-1
屁 懂,-1
飞哥 想,1
加油 北京,1
加油,1
请问 滞留 毕节 人员 离开 毕节 方案 开会 处理,-1
上海 三个 感染 几十万 死 政府 发药发 抗原 发 物资 方舱医院 医院 核酸 证明 算不算 温水 态,-1
可爱,1
名 方舱 病友 发出 邀请 赴约 武汉 体育中心 方舱医院 名 病友 安徽 援鄂 医疗队 张成 医生 写 一封 联名信 邀请 他来 武汉 赏 樱花 张 医生 如约 来到 武汉 见到 心心念念 病友 登上 黄鹤楼 走过 长江大桥 护卫 城市 焕发 生机 主创 胡胜,1
四月 点滴,1
团聚 幸福 平安 最大 福气,1
早日康复 失望,-1
永不 再见 数千 战斗 湖北 武汉 这是 武汉 疫情 爆发 开放 最早 床位 收治 数最多 出院 数最多 方舱医院 正月初十 开建 两天 接收 病人 一个多月 时间 里 累计 收治 名 病人 治愈 出院 数百名 医护 保障 人员 战斗 武汉 方舱 永不 再见,-1
太难受 家长 负 责任,-1
播撒 爱 收获 爱 小飞侠 公益 路上 抱 一抱 肖战 公益 一路,1
商洛 名新冠 肺炎 患者 治愈 出院 上午 商洛 本轮 疫情 首批 名新冠 肺炎 患者 商洛市 体育馆 方舱 商洛市 定点医院 治愈 出院 舱 出院 三名 患者 隔离 监测 一步 商洛市 继续加强 收治 患者 治疗 提供 精心 照护 努力 患者 尽快 治愈 出院 舱 早日 家人 团聚,1
说 屁话 实事求是,-1
误入 囧 途 遭遇 成就 普通人 抗疫 之战 岁 小伙 突破 困境 武汉 行 充满 选择 挑战 期待 邓伦 参演 时代 报告 剧 大连 致敬 平凡 英雄 心 心 心,1
牛 支持,1
谢谢你们 致敬,1
好像 风够 温柔 好像 阳光 够 暖和 好像 一切 美 好像 玖 少年 团肖战,1
五行 五脏 相生相 肺主金 火克金 湖北 祝融 后代 医院 名字 的真,1
埋头苦干 山西 扬名 山西 中西医 治疗 治愈率 高,1
新一轮 疫情 发生 新疆 联通 重点 全疆 家 定点 医疗机构 交通枢纽 个卫健 单位 基站 小区 实施 小时 监控 重点 保障 政企 客户 专线 服务 全程 在线 线路 优化 有效 确保 隔离 点 方舱医院 党政军 单位 网络 稳定 运行 百倍 用心 分满,1
温柔 对外 棱角 在内 美好 举重若轻 词汇 无谓 风声 独立 成长 时间 铠甲 一部分 预言 命运 里 那场 东风 早就 之于 肖战 风 没有 玖 少年 团肖战,1
挺,1
看着 病患 陆续 出院 再苦 累 值得 巫 环环 深圳 中医 医疗队 支援 雷神山医院 一员 乐观 开朗 队伍 开心果 说 永远 记得 夜晚 队友 路上 高唱 水手 团结一心 目标 努力 特别 成就感 患者 陆续 出院 说 开心 燕子 再苦 累 值得,1
盘点 抗疫 过程 十大 黑 科技 全民 一心 抗疫 过程 力量 科技 力量 半个 时间 造起 火神 山 雷 神山 两座 医院 警察 叔叔 无人机 喊 回家 戴 口罩 离不开 科技 助力 盘点 抗击 新冠 肺炎 十大 黑 科技,1
宠物 家 一条 生命,1
阴阳怪气,-1
第一条 奇怪 感觉 舆论导向 核酸 问题 有人 想 脱责 跑 路 核酸 检测 停止 核酸 检测 倒底 什 地位 拭目以待,-1
谢谢你们 居委会 母亲 拉出去 隔离 父亲 弟弟 说 明天 拉出去 感谢 谢谢,1
心 心 心,1
祝 祖国 母亲 生日快乐 中国 速度 骄傲 喝彩,1
干嘛 偷乐 吹风 信 允悲,-1
新加坡 加油,1
武统 囼 湾 名嘴 不杀 判 无期 上午 政论 节目 纪录片 下午 天朝 新闻联播 晚上 写 五千 字 心得体会 笑 不语 笑 不语,-1
不能 好好 讲话,-1
石家庄 医院 太好了,1
愿意 送给 希望 营销 送,-1
玩意,-1
网上 谣言,-1
孩子 骂 惨 晕,-1
陆 长风 全服 最帅 喵 哥 份,1
辛苦,1
心 心 心,1
携手 抗击 疫情 生命 相托 我必 全力以赴 下午 滁州市 卫健委 组织 市 第一 医院 市 中西医 医院 市 疾控中心 专业 技术人员 组建 支援 六安 核酸 检测 志愿 服务队 携带 核酸 检测 方舱 检测 试剂 防护 物资 装备 启程 赶赴 六安市 协助 第二轮 全员 核酸 检测 工作,1
致敬,1
希望 方仓 安保 力量 配备 齐全 多人 聚集 总 感觉 安保 重要 老人 孩子,1
学习 一年 一群 身影 激励 人心 方舱医院 里 坚持 复习 女孩 疫情 停课 高喊 加油 高三 学生 风雪 排队 上课 同学们 世界 改变 始终 坚持 梦想 奋勇向前 愿 努力 未来 期 加油,1
中医 中国 瑰宝 保住,1
很难 操作 放开 一点 失控 享受 放开 人会 情绪 到时候 更难 管理,-1
朱一龙 遇见 遇见 戴 着花 鹿 不易 多年 好友 珍视 朱一龙,1
推荐 中欧 中医 论坛 讨论 业界 报告 中医 互联网 方式 服务 百姓 走 群众路线 走 中医 方舱医院 家庭 化 路线 传承 中医,1
去年 医患 师生 去年 大四 学生 徐丹 感染 新冠 住进 武汉 方舱医院 期间 湖南 中医药大学 毛 以林 教授 医护人员 悉心照料 徐丹 下定决心 报考 湖南 中医药大学 一年 认真 备考 终于 圆梦 湖南 中医 如愿 毛以林 学生,1
辛苦 心,1
晚安 月亮,1
过年 回不去 不解 封 允悲,-1
攻击 医生 攻击 方舱 攻击 防疫 政策 呼天 喊 求 要求 关怀 记得 有人 牛皮 轰轰 说 放开 一切 负责 本事 不要 医院 要求 药 老百姓 改 不能 改 当初,-1
人间 温暖,1
关注 热点,1
有趣 书籍 碰撞 品味 读者 憧憬,1
该罚,-1
举报 好多 阳性 没人管 政府 公信力 真的 笑 死,-1
平民 英雄,1
王凯 中国 加油,1
太赞 泰国 住持 出借 佛寺 建 方舱医院 泰国 报道 泰国 新一轮 疫情 确诊 病例 数 持续 增加 收治 患者 泰国 多地 建起 方舱医院 日前 泰国 名 网友 分享 一家 方舱医院 内景 网友 关注 方舱医院 建 佛寺 位于 距离 素叻府 苏梅岛 较近 帕岸岛 网友 感谢 寺 住持 提供 场地 助力 抗疫 来源 泰媒,1
没有 发布会 错误 犯 允悲,-1
泰戈尔 说 教育 目的 人类 传送 生命 气息 教育 人心 向善 使人 胸襟开阔 孩子 长养 品性,1
开心,0
太 负责 资料 真的 太太 太 负责,-1
有没有 数据 分母 分流 分子 计算 分流 剩下 花招 不算 新,-1
真的 心,1
加油 守住 国门,1
辛苦,1
感动 期待 播出,1
核酸 检测 员 坐 实验室 核酸 员 采集 员 大白,-1
收治 重症,-1
太好了 人民日报 一种 关门 快慰 人心 住院 难 武汉 首家 方舱医院 休舱 床 床 令人欣慰 变化 显现 但愿 世间 无恙 架上 药生尘 越来越 患者 康复 越来越 方舱医院 休舱 尚未 疫情 防控 胜利 春天 已来 冀望 春风 捎来 好消息,1
甜桔 栗子,1
隔离 点,-1
民智未开 有人 骗 办法 一言难尽,-1
瞧不起 方舱 失控 太 可怕 来得及 医院 转阴 想象 亿 人口 国家 疫情 失控,-1
想要 活着 理想 加油 努力 未来 朱一龙 贰 拾,1
这比 乌克兰 防空洞 挤 开学 季,1
美国 大哥 想 非新冠 病患 住 不是 传染性 更强 新冠轻症 患者 请 方舱 医院 空 接收 病患 疑问 万一 住 隔 几天 检测 出新 冠 东西 病人 医护 跑不掉 冒险,-1
好多,1
企业 害怕 万一 复阳 企业 歇菜,-1
二次 利用 加油,1
学 越,1
官方 辟谣 火神 山 漏水 谣言 漏水 雷 神山 喵 喵 喵 喵 喵 喵,1
郑州 神奇 地方,1
信息 微 平台 微风 微风,1
回想起来 确实 容易 昨天下午 张伯礼 院士 走访 武汉 江夏 方舱医院 谈及 重回 方舱医院 感受 张伯礼 亲切 激动 情绪 抑制 不住 说 战斗 地方 没有 苦 正常 回想起来 确实 容易,1
大俭 旅行 记 超话 群防 群控 全民 战疫 苏大帮,1
好听 偷乐 偷乐,1
加油 加油,1
黔 行守 沪 暖心 明信片 收到 疫情 散去 相约 多彩 贵州 春天 上海 以往 不太 繁华 都市 停下 脚步 暂停 街道 掩不住 医院 方舱 里 繁忙 身影 上海 疫情 严峻 时 全国 支 医疗队 万多 奔赴 上海 众志成城 同心 抗疫 打赢 上海 保卫战 贡献 无尽 力量 来源,1
欠 收拾,-1
不能 安排 地州 回 真醉 只能 出疆 不能 回地州,-1
沧州 过分,-1
两艘 支援 医疗 船 美国 媒体 大篇幅 报道 国内 一波 吹捧 问题 手续 麻烦 接受 过程 复杂 条条框框 最终 接受 几个 病人 事儿 放在 国内 几个 亿 改造 方舱医院 接收 几十个 估计 人种,-1
山西 联通 科技 防疫 联通 实力 护航 生命 之舟 呼和浩特 联通 借力 创新 网络 方案 确保 方舱医院 通信 畅通,1
尊重 医生 医生 不要 行业 信仰,1
受害人 父母 方舱 隔离 医院 待产 吃 赶不上 热 说前 几天 夫妻 接受 防疫 隔离 回家 发现 女儿 村干部,-1
全市 方舱医院 定点医院 入院 量 持续 下降 出院 量 持续增长 神 操作,-1
小柴胡 颗粒 退烧,-1
幸存者 偏差,-1
周边 县市 隔离 选 条件 酒店 这部分 算是 幸运,1
新加坡 算 管控,1
棒,1
传播 法治 正 能量,1
加油,1
迷惑 辽宁 鞍山 乘客 陈某 途经 廊坊 行程 记录 核酸 检测 报告 按规定 应立即 隔离 逃避 隔离 陈某 谎称 应邀 援助 方舱 实验室 专家 需 前往 医院 拆穿 坐地 大哭 陈某 正 隔离 莫动 歪 心思 成年人 负责,-1
握手 握手,1
漫画 教育 意义 锻炼身体,1
时间 解封 没钱,-1
骂 张文宏 发个 烧 天塌 病夫 情绪 发泄 口,-1
我成 我家 阴,-1
日子 捱 每次 有人 去世 有人 问 基础 病 这句 话 憋 几个 基础 病 该死 回忆 群嘲 医学 手段 方舱医院,-1
最美 风景 最美,1
理性 分析 人会 造谣,-1
朱一龙 不管 黑暗 不管 转弯 最初 心 陪你走 最远 路 永远 支持 朱一龙 未来 七十九,1
加油 感恩,1
引 争议 物业 目的 告诉 近日 山西太原 小区 物业 贴 两张 公告 写 没有 雷 神山 火神 山 火葬场 想 阎王 府 报道 物业 贴 公告 目的 想 告诉 不要 出门 业主 言语 合适 领导 申请 揭掉,-1
企 查查 显示 近日 上海 昶 乐 快餐 服务 有限公司 违反 食品 安全法 上海市 松江区 市场 监督 管理局 罚款 万元 处罚 事由 显示 当事人 上海市 申港路 方舱医院 供应 盒饭 期间 早餐 套餐 中有 霉变 紫米 面包 当事人 盒饭 超出 食品 经营 许可证 额定 份数 员工 分餐 未 佩戴 口罩 未 穿 工作服,-1
战疫 一线 百姓生活 需 口罩 告急 产能 两亿 口罩 从雷 神山 火神 山 中国 速度 震惊 世界 半年 无数 感动 见证 第一次 第一次 上网 第一次 高考 延期 第一次 感受 世界 好像 慢慢 交到 手上 一次次 变化 感受 感叹 中国 加油,1
你算少 拆 花钱 变卖 利用 物资 钱 归谁,-1
愿 生活 早日 步入正轨 好友 晚上,1
感动 感谢,1
平时 没有 常规 核酸 检测 导致 感染,-1
正 能量 艺人 王一博,1
真的 栓 瞎搞 太 惨,-1
没想到 抢 纸尿裤 一步 隔离 房间 不去 抢 房子,-1
拆 床位 场馆 单独 建设 方舱 只能 当初 备用,-1
感谢 姚明 姚 基金 公益 赛 感谢 敬爱 武汉 球迷 感谢 濮存昕 白岩松 两位 大哥 惶恐 感谢 杨扬 感谢 网友 找出 生日 武汉 度过 姚 基金 公益 赛 度过 方舱医院 恢复 活力 武汉 体育中心 度过 意义 非凡 终生 难忘,1
兰零王 可不是 白叫,-1
说 装 死 赶紧 滚出来 解决 告诉,-1
去年 确实 听说 最近 火化 排 允悲,-1
这才 核酸 花钱 方舱医院 封控 成本 医护人员 多发 点钱,-1
等待 词 迷人 沉淀 蓄势待发 功成名就 世界 精彩 处见,1
周末 公园 多人 家庭 不断 重要 不戴 口罩 中国 全国 呆 家里 戴 口罩 玶 海岸 英国 彻底改变 政策 这是 群体 免疫 耽误 两周 允悲 英国 驻华使馆 战疫,-1
公布 毒株 信息 病毒性 低 发配 药物 家里 自我 隔离 治疗 失望 临时 方舱 条件 毒热 夏天 不行,-1
不错 不错呀,1
进屋 消杀 当街 打死 阳性 家中 宠物,-1
王凯 天使 护航 王凯 天使 护航 致敬 中国,1
太棒了,1
几个 七天 吐,-1
啊啊啊 啊啊啊 字帅,1
方舱 隔离 点 收治 隔离 点 医院 算不上 事后 讲 集 举国之力 救 上海 区里 挺 说 集 全国 之力 成果 吐 明明 收治 病人 非要 收进来 说 帮 不是 绿,-1
国家 专家 官员 警告 预测 没有 统一指挥 散沙 一盘 摊手 摊手,-1
图 白色 收纳盒 一家 买 哈哈 挤眼,1
回想起来 确实 容易 昨天下午 张伯礼 院士 走访 武汉 江夏 方舱医院 谈及 重回 方舱医院 感受 张伯礼 亲切 激动 情绪 抑制 不住 说 战斗 地方 没有 苦 正常 回想起来 确实 容易,1
总 膨胀 方舱 重症 不是 医院 方舱 里 医护 病人 感染 医护,-1
越来越 偏 回家 耽误时间 挖 鼻,-1
不是 喜剧 这是 一出 悲剧 病 去世 疫情 开刀 化疗 穿刺 胃镜 去世,-1
坚决 违背 二十条 做法 斗争,-1
加油 加油,1
建 方舱医院 建成,-1
中国 中国,1
方仓,-1
故事 期待 黄景 瑜,1
鲜花,1
辛苦 平安 棒,1
太 真实 哈哈,1
加油,1
确诊 安排 安排 医院 影响 正常 就医 安排 方舱 医护人员 消杀 器具 够不够 当年 武汉 一城 爆发 全国 支援 医护 全国 多点 开花 医护 拉 畜生 躺平 苏州 机关 单位 工作者 征召 志愿者 卷 死,-1
我去 我去 严重,-1
用爱 回馈 社会 美好 心 心,1
换 有能力 一把手,1
白衣天使 辛苦 心 正 能量 偶像 周杰伦,1
说实话 疫情 医生 太 可惜 蜡烛 蜡烛 蜡烛,-1
王凯 天使 护航 王凯 天使 护航 致敬 一位 逆 行者 辛苦 心 心,1
不错,1
大庆 联通 快速 完成 首家 方舱医院 网建,1
保重 身体,0
收到,1
疫情 时期 火神山雷神山 直播 在线 万 热度 上限,-1
违反 商标法 上海市政府 公布 知识产权 保护 典型 案例 提到 公司 恶意 抢注 火神 山 雷 神山 商标 处罚 无独有偶 北京 一家 公司 申请 注册 火神 山 商标 同年 公司 处以 警告 罚款 万元 处罚,-1
无语,-1
邓伦芯 公益 计划 益路 同行 邓伦,1
业力 业力,-1
稀奇,-1
致敬,1
网传 成都 蜀鑫路 建 方舱医院 系 谣言,-1
封城 征集 体育馆 学校 宾馆 收容 隔离 一门心思 建 火神山雷神山 医院 相当于 一群 饿昏 人进 餐馆 买 老板 手里 一锅 馒头 老板 却说 种菜 不可思议 操作,-1
信,-1
不是 新冠 确诊 险 买 几份,-1
懂 扣 造谣 帽子 年代 文革 那套 做法 明明 说 受 极端 天气 影响 政治立场 大于 天 可怕,-1
